,matchId,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueEliteMonsters,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redEliteMonsters,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin,bluewins
60,EUW1_6119401236,13,4,1,6,6,4,0,1,1,0,14909,6.6,15869,196,53,685,513,21.770883664617315,1656.0311456927527,12,2,0,6,6,8,1,0,1,0,15594,6.4,16382,220,40,-685,-513,24.43670615416229,1732.118162581849,0
62,EUW1_6119231566,8,4,1,5,7,4,0,0,0,0,15177,6.8,16283,207,50,77,-723,22.99203794241624,1685.749564502663,13,0,0,7,5,8,0,0,0,0,15254,6.4,15560,185,36,-77,723,20.548439706990354,1694.3021583266534,1
63,EUW1_6119270022,12,3,1,10,6,5,0,0,0,0,17000,6.6,16184,188,34,-2469,-1885,20.884750614230143,1888.5146832016617,10,2,0,6,10,8,0,0,0,0,14531,6.2,14299,182,28,2469,1885,20.21821602015897,1614.235697741373,1
64,EUW1_6118387654,15,0,0,6,11,5,0,0,0,0,15485,6.8,16392,167,51,2015,-712,18.54926941425406,1719.9726759264915,12,5,1,11,6,19,1,0,1,0,17500,6.4,15680,198,32,-2015,712,21.992546970193438,1943.785717062551,0
65,EUW1_6118298131,11,1,0,4,7,4,0,0,0,0,13269,6.4,15640,170,40,1858,-363,18.882350001018164,1473.822953903,13,0,1,7,4,14,0,0,0,0,15127,6.4,15277,179,33,-1858,363,19.88200382460148,1680.1959321494223,0
67,EUW1_6116453002,12,2,0,6,7,10,0,0,0,0,15124,6.4,15274,170,44,272,1361,18.88493704095254,1680.0928694550955,8,1,1,7,6,5,0,0,0,0,15396,6.8,16635,187,44,-272,-1361,20.773430745047797,1710.3087687206196,1
68,EUW1_6116389167,10,5,1,1,0,1,1,0,1,0,13451,6.6,16344,217,59,-135,11,24.105843537893573,1494.2290388396611,17,1,0,0,1,0,0,0,0,0,13316,6.8,16355,220,52,135,-11,24.43910404763404,1479.23231590134,1
70,EUW1_6115280844,15,2,0,3,3,4,0,0,0,0,13870,6.4,16074,182,44,627,-342,20.216494215527824,1540.6745866448953,16,2,1,3,3,6,0,0,0,0,14497,6.4,15732,178,64,-627,342,19.7721756613404,1610.321520013774,1
71,EUW1_6111324968,10,0,0,5,8,4,0,1,1,0,14142,6.6,16631,158,52,2619,-620,17.549445748517183,1570.7864669337343,13,2,1,8,5,8,0,0,0,0,16761,6.2,16011,176,48,-2619,620,19.54874969455079,1861.6851910816235,0
72,EUW1_6111322553,12,5,0,2,6,2,0,0,0,0,14285,6.8,16791,224,64,3026,466,24.879996593809988,1586.655139922213,15,1,1,6,2,7,1,0,1,0,17311,7.0,17257,228,60,-3026,-466,25.324282247270883,1922.7572367653784,0
