,matchId,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueEliteMonsters,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redEliteMonsters,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin,bluewins
0,EUW1_6141576712,13,0,0,2,8,1,0,0,0,0,12986,5.8,14191,171,52,4725,2951,18.99324684556602,1442.3760440732185,12,2,1,8,2,10,0,0,0,0,17711,6.8,17142,231,50,-4725,-2951,25.657543984361116,1967.1894437533322,0
1,EUW1_6141532322,11,1,0,10,13,12,0,0,0,0,17805,6.6,16623,184,36,788,-127,20.43903188600056,1977.809580055652,13,2,1,13,10,13,1,0,1,0,18593,6.4,16496,168,52,-788,127,18.661724765478773,2065.3419557413504,0
2,EUW1_6141500534,11,2,1,8,8,9,1,0,1,0,16324,6.2,14304,186,40,-648,1210,20.6603537807892,1813.2237371914136,11,0,0,8,8,7,0,0,0,0,15676,6.2,15514,162,40,648,-1210,17.99450168004221,1741.2457304712448,1
3,EUW1_6141433343,16,4,0,8,7,7,0,0,0,0,16468,6.6,17010,190,64,-1181,-1308,21.10579557741013,1829.3170608883688,14,4,1,7,8,8,1,0,1,0,15287,6.2,15702,198,36,1181,1308,21.994460654353716,1698.127878904572,0
4,EUW1_6141410859,12,6,1,4,8,2,0,0,0,0,14439,6.4,16100,200,52,2724,1242,22.21736731603094,1603.982833380854,40,0,0,8,4,8,1,0,1,0,17163,6.8,17342,218,52,-2724,-1242,24.216930374473726,1906.5833762251953,1
5,EUW1_6141386001,11,1,1,8,4,12,0,1,1,0,16637,6.2,15710,168,57,-2566,-805,18.661690215942414,1848.0627388252021,11,2,0,4,8,6,0,0,0,0,14071,6.2,14905,180,34,2566,805,19.99466808850973,1563.027637074558,1
6,EUW1_6141343136,15,2,1,6,2,6,1,0,1,0,15365,6.8,16514,187,48,-1943,-1387,20.772007775617887,1706.7481255206887,11,0,0,2,6,1,0,0,0,0,13422,6.2,15127,171,64,1943,1387,18.994723687864482,1490.919189114135,1
7,EUW1_6141330534,7,1,0,1,6,1,0,0,0,0,13845,6.4,15688,205,48,1094,-163,22.77065140724477,1537.8520426014823,16,2,1,6,1,6,1,0,1,0,14939,6.2,15525,199,44,-1094,163,22.104193317276632,1659.3695676723396,0
8,EUW1_6141314917,11,2,1,6,5,5,1,0,1,0,14803,6.2,15270,171,48,-316,435,18.994020400984876,1644.2601403261936,18,3,0,5,6,5,0,0,0,0,14487,6.2,15705,195,44,316,-435,21.65984782568451,1609.1600792343152,0
9,EUW1_6140989848,12,2,1,6,4,10,0,0,0,0,15913,6.6,17247,225,52,-1812,-861,24.991854506679307,1767.5350256212791,9,1,0,4,6,3,0,0,0,0,14101,6.4,16386,199,48,1812,861,22.103906874796362,1566.2672906608218,1
